,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,CLTV,churn_probability,monthly_charges,revenue_at_risk,y_true
2701,United States,California,San Jose,95130,37.277592,-121.986477,Female,No,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,2072,0.10780287729830365,66.25,85.70328745215141,0
3400,United States,California,Fort Irwin,92310,35.349241,-116.770281,Female,No,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,4770,0.12789706419406394,55.8,85.63987418434522,0
5632,United States,California,Carson,90745,33.822295,-118.26411,Female,No,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,5802,0.08578456606261795,82.85,85.28701557945476,0
1677,United States,California,Mather,95655,38.549822,-121.266725,Male,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,4478,0.14424171680920836,49.25,85.24685463424214,1
6920,United States,California,Monterey Park,91754,34.050322,-118.147037,Female,No,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,5294,0.08730681430617766,81.15,85.01937577135581,0
3083,United States,California,Olympic Valley,96146,39.191797,-120.212401,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,6214,0.08730681430617766,80.95,84.80983941702098,0
2346,United States,California,Santa Barbara,93103,34.438581,-119.685368,Female,No,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,5928,0.1274628734237387,55.0,84.12549645966753,0
2507,United States,California,Salinas,93906,36.722898,-121.633648,Male,No,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62.0,5983,0.2805271514455056,24.85,83.65319656104978,0
3671,United States,California,Bass Lake,93604,37.458367,-119.345011,Female,No,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,5962,0.11634751341402387,59.8,83.49097562590353,0
6665,United States,California,Forks Of Salmon,96031,41.232128,-123.194748,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,4512,0.07546710574515762,91.35,82.72704131784178,0
840,United States,California,Fort Jones,96032,41.5837,-122.935922,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,2426,0.13658652288352263,50.45,82.68948095368461,1
6988,United States,California,San Diego,92106,32.71346,-117.236378,Female,No,Yes,No,49,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.3,2780.6,5913,0.1223799721113292,56.3,82.679909158414,0
6195,United States,California,San Francisco,94129,37.797526,-122.464531,Female,No,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,3570,0.08578456606261795,79.95,82.30171268047566,0
2653,United States,California,Petaluma,94952,38.237018,-122.77872,Female,No,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,4352,0.13658652288352263,50.2,82.27972138503404,0
4906,United States,California,Orosi,93647,36.600185,-119.175655,Male,No,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,4237,0.08578456606261795,78.95,81.27229788772424,0
1151,United States,California,Santa Clara,95050,37.351214,-121.952417,Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,3080,0.13770906039394826,48.95,80.8903020754052,1
2793,United States,California,Cobb,95426,38.838088,-122.73203,Female,Yes,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,4291,0.07546710574515762,88.8,80.41774788203996,0
4651,United States,California,Redlands,92374,34.064073,-117.166158,Male,No,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.35,2391.15,4928,0.11877341473428002,56.35,80.31458304332016,0
5898,United States,California,Moreno Valley,92551,33.88274,-117.224878,Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,1553.2,3079,0.11877341473428002,56.05,79.88699875027673,0
5471,United States,California,Igo,96047,40.524535,-122.647172,Female,Yes,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,3856,0.09448863248799586,69.1,78.34997405904616,0
2472,United States,California,Fowler,93625,36.625792,-119.672483,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,4181,0.08578456606261795,75.65,77.87522907164457,0
5415,United States,California,Forest Ranch,95942,40.077028,-121.494168,Female,No,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,3185,0.11819482264170529,54.65,77.51216468843033,0
5147,United States,California,San Jose,95135,37.28682,-121.723877,Female,No,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,2463,0.10628062905474392,60.6,77.28727344860978,0
4936,United States,California,Carmel By The Sea,93921,36.554618,-121.922239,Male,No,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,4705,0.08578456606261795,75.0,77.20610945635615,0
4415,United States,California,Surfside,90743,33.728273,-118.085304,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,4415,0.06585498108448928,95.7,75.62786027742749,0
3314,United States,California,La Mesa,91942,32.782501,-117.01611,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,5513,0.06176141383302729,101.3,75.07717465542797,0
3180,United States,California,La Habra,90631,33.940619,-117.9513,Male,No,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,5068,0.12789706419406394,48.75,74.8197825535274,0
1001,United States,California,Riverside,92506,33.930931,-117.361788,Female,No,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,4403,0.09530224548835928,65.25,74.62165821738532,1
5005,United States,California,Antioch,94509,37.980057,-121.801599,Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,5289,0.09296638424443612,65.9,73.51781666050009,0
3117,United States,California,Los Angeles,90044,33.952714,-118.292061,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,6274,0.05313542233344213,114.45,72.97618903274942,0
4955,United States,California,Los Altos,94022,37.349546,-122.134356,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,3061,0.29270094299625343,20.7,72.70691424026934,0
383,United States,California,Sacramento,95826,38.542532,-121.378826,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,5636,0.29270094299625343,20.55,72.1800525428761,1
4231,United States,California,Callahan,96014,41.388397,-122.794636,Female,No,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,5592,0.07546710574515762,79.6,72.08617940777455,0
2361,United States,California,Hanford,93230,36.29223,-119.622676,Male,No,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,4192,0.07546710574515762,78.8,71.36169519262104,0
1674,United States,California,Jackson,95642,38.336216,-120.76901,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,3113,0.11819482264170529,49.9,70.77505979785313,1
961,United States,California,San Diego,92127,33.017518,-117.118456,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,4933,0.29270094299625343,20.1,70.59946745069632,1
6383,United States,California,Atwater,95301,37.321233,-120.656354,Female,No,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,5990,0.10969333464743583,53.4,70.29148884207687,0
1482,United States,California,Ivanhoe,93235,36.385818,-119.224243,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,5394,0.28900385328956757,20.2,70.05453403739116,1
6845,United States,California,Long Beach,90806,33.802664,-118.179971,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,4590,0.2915898318851423,19.9,69.63165185417198,0
6355,United States,California,Stockton,95206,37.902422,-121.440029,Male,No,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,3503,0.07546710574515762,75.9,68.73543991268957,0
3201,United States,California,Long Beach,90803,33.760458,-118.129725,Male,No,Yes,No,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,3345,0.14757505014254169,38.55,68.26821819593978,0
3473,United States,California,Wildomar,92595,33.617108,-117.253349,Male,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,6412,0.059362528560548355,95.5,68.02945773038842,0
3165,United States,California,Santa Monica,90403,34.031529,-118.491156,Female,Yes,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,3253,0.07546710574515762,74.85,67.78455438030058,0
6033,United States,California,Bakersfield,93311,35.16207,-119.194488,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,63.0,5918,0.2840285343238448,19.85,67.65559687593984,0
3859,United States,California,Bodega Bay,94923,38.377165,-123.037957,Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,4628,0.06897465322121671,81.4,67.3744412664845,0
674,United States,California,Concord,94521,37.971421,-121.971504,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,3520,0.16224276970156562,34.5,67.16850665644816,1
2989,United States,California,Palermo,95968,39.435756,-121.552071,Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,2941,0.2840285343238448,19.6,66.8035112729683,0
4245,United States,California,French Gulch,96033,40.740138,-122.587476,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,2606,0.27215861562465776,20.45,66.78772427429101,0
773,United States,California,Bridgeville,95526,40.372532,-123.525626,Female,No,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,5122,0.17924487520760812,31.0,66.67909357723022,1
5402,United States,California,Biggs,95917,39.457388,-121.818201,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,19.55,5607,0.2840285343238448,19.55,66.63309415237399,0
4593,United States,California,Blythe,92225,33.674583,-114.71612,Female,No,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,5255,0.08578456606261795,64.65,66.551666351379,0
1924,United States,California,El Segundo,90245,33.917145,-118.401554,Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,5613,0.08578456606261795,64.5,66.39725413246629,0
6047,United States,California,Los Olivos,93441,34.70434,-120.02609,Female,Yes,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,2225,0.08578456606261795,64.2,66.08842969464087,0
1116,United States,California,Concord,94520,38.013825,-122.039144,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,5000,0.28033144461715886,19.6,65.93395577395577,1
3347,United States,California,San Diego,92109,32.787836,-117.232376,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,5957,0.06396533505400381,85.7,65.78195056953753,0
617,United States,California,Los Osos,93402,35.279984,-120.824288,Female,No,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,4563,0.11877341473428002,45.95,65.491660884482,1
5171,United States,California,Valley Springs,95252,38.156971,-120.849231,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,3889,0.2790156362888026,19.55,65.45706827335309,0
1325,United States,California,Topanga,90290,34.115192,-118.61017,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,3061,0.26985525414096845,20.2,65.41291360377076,1
5183,United States,California,El Nido,95317,37.127386,-120.506422,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,5809,0.2755695098552241,19.75,65.30997383568811,0
1471,United States,California,Summerland,93067,34.420998,-119.60137,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,4266,0.28152369498973717,19.3,65.20088775962313,1
2720,United States,California,Arnold,95223,38.32153,-120.236358,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,5084,0.2840285343238448,18.85,64.2472544640537,0
4212,United States,California,Princeton,95970,39.424957,-122.039307,Male,No,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,5006,0.11877341473428002,45.0,64.13764395651121,0
5512,United States,California,Madeline,96119,41.042003,-120.506086,Male,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,5856,0.06585498108448928,80.65,63.73445069356873,0
6057,United States,California,Santa Ynez,93460,34.630356,-120.032564,Female,No,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,4935,0.10248406367017744,51.45,63.27366090996756,0
5326,United States,California,Isleton,95641,38.154823,-121.601358,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,5294,0.04904185508198015,107.4,63.20514282965601,0
6904,United States,California,North Hollywood,91606,34.187599,-118.387125,Female,No,Yes,Yes,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.95,1082.8,2035,0.09377999724479955,55.95,62.96389015015841,0
4828,United States,California,Bradley,93426,35.842889,-121.004862,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,69.45,477.05,3334,0.07546710574515762,69.45,62.89428592801436,0
1011,United States,California,Irvine,92602,33.720359,-117.733655,Female,No,Yes,No,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,4669,0.07455135482940671,70.1,62.712599682496915,1
2643,United States,California,Bolinas,94924,37.943087,-122.72379,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,2237,0.09530224548835928,54.25,62.04176181292189,0
4827,United States,California,Avila Beach,93424,35.186644,-120.728305,Female,No,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,4891,0.08730681430617766,59.0,61.81322452877378,0
4005,United States,California,Santa Rosa,95403,38.488431,-122.752839,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,2664,0.25135131713309444,20.45,61.68161322446137,0
5926,United States,California,Aliso Viejo,92656,33.571259,-117.731917,Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,4131,0.08578456606261795,59.9,61.661946085809774,0
3944,United States,California,French Camp,95231,37.873283,-121.292034,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,5669,0.04904185508198015,103.9,61.14538491621285,0
5902,United States,California,Murrieta,92562,33.548869,-117.334165,Female,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,6004,0.05653189336723099,89.45,60.681334340385746,0
4485,United States,California,Studio City,91604,34.139082,-118.39275,Female,No,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,5565,0.1223799721113292,40.65,59.696950395906384,0
2858,United States,California,Willow Creek,95573,40.949012,-123.655847,Male,No,Yes,No,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,4515,0.06805890230546578,73.05,59.6604337609713,0
3256,United States,California,Van Nuys,91406,34.195685,-118.490752,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,2406,0.23759456417854968,20.75,59.16104648045887,0
1129,United States,California,Deer Park,94576,38.554383,-122.474773,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,5898,0.06805890230546578,72.25,59.00706829883883,1
2475,United States,California,Kingsburg,93631,36.478239,-119.52137,Female,No,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,5120,0.06396533505400381,76.8,58.95045278576991,0
2840,United States,California,Fortuna,95540,40.584991,-124.121504,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,3331,0.24453882453882456,19.95,58.54259459459459,0
6357,United States,California,Stockton,95210,38.033219,-121.297433,Female,Yes,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,4948,0.04421883556450637,110.25,58.50151945184193,0
4836,United States,California,Morro Bay,93442,35.369553,-120.763864,Female,No,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.0,286.8,2789,0.09530224548835928,51.0,58.324974238875875,0
589,United States,California,Garden Grove,92843,33.764018,-117.931507,Female,No,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,5189,0.07546710574515762,64.4,58.32097931985782,1
3630,United States,California,San Ardo,93450,35.996008,-120.85305,Male,No,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,4302,0.1864082778244574,26.05,58.271227647925386,0
2722,United States,California,Burson,95225,38.183918,-120.898817,Female,No,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,4405,0.07546710574515762,64.3,58.23041879296362,0
244,United States,California,Hayward,94541,37.674002,-122.076796,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,4489,0.2516816816816817,19.25,58.138468468468474,1
4406,United States,California,Harbor City,90710,33.798266,-118.300237,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,2994,0.08578456606261795,56.3,57.956052831904685,0
1390,United States,California,San Diego,92105,32.741859,-117.090353,Female,No,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,5579,0.24723723723723726,19.5,57.85351351351352,1
6997,United States,California,San Diego,92122,32.85723,-117.209774,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.2,24.2,4276,0.1988419448046777,24.2,57.743700771278405,0
5896,United States,California,Hemet,92545,33.734933,-117.044145,Male,No,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,5037,0.06805890230546578,70.15,57.291983960741106,0
5469,United States,California,Hornbrook,96044,41.962127,-122.527696,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,5616,0.06370122919441565,74.65,57.06356111235754,0
2368,United States,California,Lemoore,93245,36.303666,-119.825657,Male,No,No,No,49,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,5214,0.1562645088320004,30.2,56.63025800071695,0
5120,United States,California,Santa Clara,95051,37.348129,-121.98469,Female,No,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,5442,0.07546710574515762,62.45,56.55504904542112,0
6776,United States,California,Compton,90220,33.88151,-118.234451,Male,No,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.5,173.0,5508,0.19973622862359594,23.5,56.32561647185405,0
4614,United States,California,Pioneertown,92268,34.201108,-116.593456,Female,No,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,5387,0.08578456606261795,54.55,56.15457694458971,0
981,United States,California,Big Bear City,92314,34.278967,-116.773825,Male,No,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,5858,0.09448863248799586,49.35,55.956168159391154,1
4237,United States,California,Corning,96021,39.913777,-122.289984,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,2878,0.23698326898326902,19.65,55.880654826254826,0
164,United States,California,Fellows,93224,35.215731,-119.57013,Female,Yes,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,5432,0.23698326898326902,19.65,55.880654826254826,1
5071,United States,California,Richmond,94805,37.941456,-122.320968,Male,No,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,3307,0.09530224548835928,48.65,55.63745091610414,0
3661,United States,California,Palmdale,93550,34.536232,-118.082935,Male,No,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,6270,0.11579830848048525,39.9,55.44423010045634,0
6003,United States,California,Kettleman City,93239,35.996923,-120.000951,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,3976,0.22110044998781736,20.75,55.05401204696653,0
1235,United States,California,Vacaville,95688,38.419088,-122.024568,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,2959,0.2256221891182521,20.25,54.82619195573526,1
3362,United States,California,San Ysidro,92173,32.555828,-117.040073,Male,No,Yes,No,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,4565,0.07546710574515762,60.3,54.607997717196056,0
5667,United States,California,Chatsworth,91311,34.294142,-118.603883,Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,4158,0.2256221891182521,20.1,54.42007201532241,0
2214,United States,California,Highland,92346,34.129677,-117.154277,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,4823,0.22584484123417153,20.0,54.20276189620117,0
2770,United States,California,Patterson,95363,37.410236,-121.320337,Female,No,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,5057,0.06396533505400381,70.45,54.076294254654826,0
3514,United States,California,Anaheim,92807,33.848733,-117.788357,Male,No,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,3464,0.07546710574515762,59.7,54.06463455583092,0
5544,United States,California,Los Angeles,90031,34.085807,-118.206617,Female,No,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,3048,0.07546710574515762,59.65,54.019354292383824,0
6361,United States,California,Arnold,95223,38.32153,-120.236358,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,5916,0.2256221891182521,19.95,54.013952074909554,0
4318,United States,California,Los Angeles,90010,34.062125,-118.315709,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,4270,0.22110044998781736,20.3,53.86006961703231,0
4432,United States,California,Monrovia,91016,34.1528,-118.000482,Male,No,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,2545,0.08730681430617766,51.3,53.746074886882965,0
5059,United States,California,Oakland,94618,37.84551,-122.235181,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,2791,0.21571583460320193,20.75,53.71324281619728,0
